ID,Name,NetWorth,x,y,z,sector or company,industries,connections,Age,Source_or_company_extended,Philanthropy_Score,Self_Made_Score,Citizenship,Marital_Status,Children,connection_names_matched,is_valid,connection_count,vx,vy,vz,velocity_strength,NetWorth_Billions
1913,Abdullah Al Othaim,1874254558.0,0.7438793,0.84164095,0.86472315,Grocery stores  malls,retail,,69.0,Grocery stores/ malls,,,Saudi Arabia,,,,True,0,-0.00283440767711773,-0.003964449690560553,-0.001117708267353518,0.005,1.874254558
1914,Gordon Wu,1874254558.0,1.2387784,0.19846818,-0.7513314,Real estate,real estate,114/1111/1966,90.0,Real estate/ Self Made,,,Hong Kong,Married,4.0,Harry Triguboff/Kwek Leng Beng/Manuel Villar,True,3,-0.0156705701450929,-0.03954542417394235,0.003279172783854987,0.04266333690554076,1.874254558
1915,Zheng Jianjiang & family,1874254558.0,0.5665051,0.8282391,-0.6401105,Electrical equipment,Electrical equipment,1196/2476/1240/897/1415,65.0,Electrical equipment/ Self Made,,,China,Married,,Park Dong-suk/Surjit Kumar Gupta/Vinod Rai Gupta/Wang Yanqing/Zhu Xingming,True,5,0.023468774755519613,-0.018614280755182615,0.03242355864477261,0.04414251909156392,1.874254558
1916,Alberto Cortina,1874254558.0,-0.38048422,0.79517144,0.5700073,Investments,investment/finance,526/2553/1949/406,80.0,Investments/ Self Made,,,Spain,Married,4.0,Florentino Perez/Thaksin Shinawatra/Alberto Alcocer/Frank Lowy,True,4,0.027761164431361698,-0.03463425168292368,-0.011459946074302431,0.045842600321612685,1.874254558
1917,Zhong Ruonong & family,1874254558.0,1.3839417,0.7353124,-1.3751714,Electronics,Electronics,184/194/1156/1512/225/187,63.0,Electronics/ Self Made,,,China,Married,,Barry Lam/Bruce Cheng/C.C. Leung/Koo Bon-neung/Pierre Chen/Terry Gou,True,6,0.013501035249941144,-0.01993498088442316,0.023272415474037106,0.03348561986403525,1.874254558
1918,Xu Shugen,1874254558.0,0.6174075,0.2956895,-0.15545915,Construction  mining machinery,mining/materials/construction,,60.0,Construction/ mining machinery/ Self Made,,,China,,,,True,0,-0.004986822645098337,-0.0003544861377882934,-7.706805077568409e-05,0.004999999999999999,1.874254558
1919,Petter Stordalen & family,1874254558.0,0.7834281,1.4182689,0.91585016,Hotels,Hotels,3298/1411/3033/2982/3027,63.0,Hotels/ Self Made,,,Norway,Married,,Bruce Mathieson/Choo Chong Ngen/Gary Tharaldson/Michael Kum/William Heinecke,True,5,0.009300192981388738,-0.02950306057559551,-0.028212432301790505,0.041867236703673705,1.874254558
1920,Renato dos Santos,1874254558.0,-0.68690157,-0.17262131,0.5311708,Banking,finance,1065/241/1990/921/1430,48.0,Banking/ Self Made,,,Brazil,Married,,Alejandro Santo Domingo/Andre Esteves/Andres Santo Domingo/Beatriz Davila de Santo Domingo/Roberto Sallouti,True,5,0.015206289078063205,-0.000996308016402449,-0.006033381549150148,0.01638980018507845,1.874254558
1921,Jupally Rameshwar Rao,1874254558.0,1.2819169,0.5842873,0.16989376,Real estate,real estate,114/1111/1966,70.0,Real estate/ Self Made,,,India,Married,4.0,Harry Triguboff/Kwek Leng Beng/Manuel Villar,True,3,-0.012958162848758498,-0.03776896140762462,-0.02683836035205177,0.048111391755094414,1.874254558
1922,Roberto Hernandez Ramirez,1874254558.0,-0.7162494,0.5176068,-0.14699678,Banking  investments,finance/investment,126/236/858,84.0,Banking/ investments/ Self Made,,,Mexico,Married,3.0,Prince Alwaleed Bin Talal Alsaud/Robert Duggan/Ryan Cohen,True,3,0.017833581905566075,-0.0094938286989467,0.0376858743447577,0.04275973049583386,1.874254558
1923,Doug Ostrover,1874254558.0,-1.421781,1.3955572,0.316855,Private equity,investment/finance,2563/3096/335,63.0,Private equity/ Self Made,,,United States,Married,4.0,Marc Lipschultz/Michael Rees/Robert F. Smith,True,3,-0.02327255624663535,-0.029336418118810232,0.008051211151266287,0.038302210162035534,1.874254558
1924,Michelle Zatlyn,1874254558.0,-1.4848902,0.70844233,-1.0571253,Cybersecurity,Cybersecurity,687/470/509,46.0,Cybersecurity/ Self Made,,8.0,Canada,Married,2.0,Matthew Prince/Mike Cannon-Brookes/Scott Farquhar,True,3,0.03456973064630816,-0.011547954773893145,-0.003568302434055856,0.03662177383305003,1.874254558
1925,Vlad Yatsenko,1874254558.0,-1.039538,1.4376317,-0.31529352,fintech,fintech,3348/150/3347/1770,42.0,fintech/ Self Made,,,Ukraine,,,Harshil Mathur/Nik Storonsky/Shashank Kumar/Song Chi-hyung,True,4,0.03886327805177335,-0.024243391937069543,0.018976252263550646,0.04958018337515229,1.874254558
1926,Liang Rubo,1874254558.0,0.8939982,-0.020466505,-0.033834398,TikTok,social media/ai/advertising,,,,,,,,,,True,0,-0.004581998561199569,0.0008796254568021139,-0.0017976507561010707,0.005,1.874254558
1927,Adarsh Hiremath,1874254558.0,-0.9560188,0.7912948,-0.40825832,AI Software,ai/software/cloud,1928/496/67/1854/2664/13/1929,23.0,AI Software/ Self Made,,,United States,Single,,Brendan Foody/Daniel Nadler/Eduardo Saverin/Jyoti Bansal/Peter Ludwig/Steve Ballmer/Surya Midha,True,7,-0.0032444516557425815,0.02335521486184057,-0.018994372114351555,0.030278353650878134,1.874254558
1928,Brendan Foody,1874254558.0,-1.0748936,0.4912892,-0.6543522,AI Software,ai/software/cloud,1927/496/1854/1929/2664,23.0,AI Software/ Self Made,,,United States,Single,,Adarsh Hiremath/Daniel Nadler/Jyoti Bansal/Surya Midha/Peter Ludwig,True,5,0.007571079899971394,0.01764646061020407,0.026554548922432298,0.03276984728974312,1.874254558
1929,Surya Midha,1874254558.0,-1.237444,0.5763091,-0.2758998,AI Software,ai/software/cloud,1927/1928/496/1854/2664,22.0,AI Software/ Self Made,,,United States,Single,,Adarsh Hiremath/Brendan Foody/Daniel Nadler/Jyoti Bansal/Peter Ludwig,True,5,0.023231066874530665,0.01321323446663095,0.0032300800432424484,0.026920353829116606,1.874254558
1930,Thomas Powell,1874254558.0,-0.9701443,0.5060826,0.11999293,electrical products,electrical products,3012/3013/2806/3014/2192,85.0,electrical products/ Self Made,,,United States,,,Dorle Hager/Evi Hager/Hans-Otto Kromberg/Peter Hager/Thomas Eisert,True,5,0.042979079707095205,0.014063412498154921,0.00926400089566846,0.046160617155287784,1.874254558
1931,Gao Jifan & family,1874254558.0,0.67245317,0.2035111,-0.59276015,Solar equipment,Solar equipment,1136/253/139/3228/1233,61.0,Solar equipment/ Self Made,,,China,Married,1.0,Qian Dongqi/Sun Piaoyang/Zhong Huijuan/Wu Jinzi/Zhou Xiaoping,True,5,-0.024481888653523846,0.03495472230586381,0.01872610650749133,0.0466032461149811,1.874254558
1932,Bijan Tehrani,1874254558.0,1.0760779,-1.7829292,-0.84297156,Online casino,gambling/entertainment,1884,32.0,Online casino/ Self Made,,,United States,,,Ed Craven,True,1,-0.012360066145153812,0.030538504228349667,-0.03761154775308365,0.05,1.874254558
1933,Anurang Jain,1874254558.0,0.58911836,0.15575603,0.3424285,Auto parts,Auto parts,2789/599,64.0,Auto parts/ Self Made,,,India,Married,2.0,Anurang Jain/Naresh Jain/Vivek Chaand Sehgal,True,2,-0.005321395407671436,0.040570688128731346,-0.02519901161356529,0.04805505353887526,1.874254558
1934,Beda Diethelm,1874254558.0,-0.2856266,1.5274448,1.2779547,Hearing aids,ai/software,2025/2494/3229,85.0,Hearing aids/ Self Made,,,Switzerland,,,Bill Austin/Hans-Ueli Rihs & family/Susan Carol Holland,True,3,-0.022771459102332667,-0.021576933066136617,-0.016310673063170498,0.035357339350739966,1.874254558
1935,Laurie Tisch,1874254558.0,-1.347483,1.3633926,0.60126364,Loews  New York Giants,Loews/New York Giants,2541/2326/1478/1936/2014,75.0,Loews/ New York Giants,,,United States,Divorced,2.0,Andrew Tisch/James Tisch/Jonathan Tisch/Steven Tisch/Wilma Tisch,True,5,-0.020746280352957787,-0.027132937118301337,0.003763419229317712,0.03436230128272574,1.874254558
1936,Steven Tisch,1874254558.0,-1.6629643,1.0518342,-0.4973581,Loews  New York Giants,Loews/New York Giants,2541/2326/1478/1935/2014,77.0,Loews/ New York Giants,,,United States,,5.0,Andrew Tisch/James Tisch/Jonathan Tisch/Laurie Tisch/Wilma Tisch,True,5,0.0047246782696474445,0.0015822440442118198,0.04882365304746523,0.049077236860548525,1.874254558
1937,John Armitage,1874254558.0,-0.6448505,0.86957085,0.3257206,Hedge funds,hedge funds/finance,3139/115/452/34/70/120,66.0,Hedge funds/ Self Made,,,Ireland,,,Anne Dinning/David Tepper/John Overdeck/Ken Griffin/Marilyn Simons & family/Steve Cohen,True,6,-0.030066647055008184,-0.034362668382558526,-0.00504633269928439,0.04593758501719465,1.874254558
1938,Dragos Paval,1874254558.0,0.0900604,0.55731785,0.39756194,Retail,ai/software/retail,2724/872,59.0,Retail/ Self Made,,,Romania,Married,1.0,Adrian Paval/Takao Yasuda,True,2,0.028051742512181684,-0.01592372076238623,-0.03412577566591879,0.04695778642236883,1.874254558
1939,Daniel Hirschfeld,1874254558.0,-1.0629748,0.4513132,0.13076682,Fashion retail,ai/software/retail/luxury/fashion,168/1342/31/1619/1229,84.0,Fashion retail,,,United States,Married,3.0,Anders Holch Povlsen/Qiu Guanghe & family/Tadashi Yanai & family/Tang Yiu/Zhou Jianping,True,5,0.04480338661101341,0.004230818442791949,-0.013301541424145101,0.04692732978521207,1.874254558
1940,Linda Pritzker,1874254558.0,-1.0333177,1.2906061,-0.59066767,Hotels  investments,investment/finance,878/735/1549/523/996/423/525,72.0,Hotels/ investments,,1.0,United States,Divorced,3.0,Anthony Pritzker/Jean (Gigi) Pritzker/Jennifer Pritzker/Karen Pritzker/J.B. Pritzker/Robert Rowling/Thomas Pritzker,True,7,-0.010673718378807616,-0.010895956001287,0.013317885821011288,0.02024885685547634,1.874254558
1941,Jian Jun,1874254558.0,1.0380856,1.0060813,-0.11212769,Biomedical products,healthcare/pharmaceuticals,177/499/576,62.0,Biomedical products/ Self Made,,,China,,,Wang Laichun/Wang Xing/Xu Hang,True,3,0.007229673878598524,-0.02296046762690539,-0.03341831836300639,0.04118537677681619,1.874254558
1942,Mario Gabelli,1874254558.0,-0.7409346,0.90004927,0.40551826,Money management,Money management,229,84.0,Money management/ Self Made,,8.0,United States,Married,4.0,Ken Fisher,True,1,-0.032537352122279053,-0.03185646566764232,-0.02065154502784597,0.05,1.874254558
1943,Marc Lasry,1874254558.0,-0.73932445,0.6995587,0.47916034,Hedge funds,hedge funds/finance,115/1755/1701,65.0,Hedge funds/ Self Made,,9.0,United States,Married,5.0,David Tepper/James Dinan/Wesley Edens,True,3,-0.02053641670399894,-0.03367980218910742,-0.02017438785602641,0.044306652005123084,1.874254558
1944,Koh Wee Meng,1874254558.0,1.3740569,-0.3744734,-0.33564785,Real estate  hotels,real estate,2482/2483/1648/2799,62.0,Real estate/ hotels/ Self Made,,,Singapore,Married,1.0,Kishin RK/Raj Kumar/Sam Goi/Samih Sawiris,True,4,0.008781115114615734,0.04026929679065546,0.010812729388875966,0.0426103199179153,1.874254558
1945,Jaroslav Hascak & family,1874254558.0,-0.040436134,0.7170517,0.6917472,Investments,investment/finance,3021/406/1142/1420/49/2553,56.0,Investments/ Self Made,,,Slovakia,Married,,Cheah Cheng Hye/Frank Lowy/James Packer/Richard Chandler/Stephen Schwarzman/Thaksin Shinawatra,True,6,-0.015467887290884469,-0.0031224897062602816,-0.03833340259911815,0.041454254715713866,1.874254558
1946,Helena Dassault,1874254558.0,0.40718815,1.4956586,0.71956336,Inherited,,433/439/438,36.0,Inherited,,,France,Single,,Laurent Dassault/Marie-Hélène Habert-Dassault/Thierry Dassault,True,3,-0.012816909426216279,-0.04656240664398428,-0.012649035554775135,0.04992323086685745,1.874254558
1947,Remi Dassault,1874254558.0,0.3237104,0.49134225,0.63817847,Diversified,Diversified,433/439/438,25.0,Diversified,,,France,Single,,Laurent Dassault/Marie-Hélène Habert-Dassault/Thierry Dassault,True,3,-0.02884914458908491,0.026780210832396463,-0.029492634727424055,0.04918605837953262,1.874254558
1948,Jerry Moyes & family,1874254558.0,-1.6543467,0.4479794,-0.31161314,Transportation,Transportation,3289/1402/2938/2568,82.0,Transportation/ Self Made,1.0,,United States,Married,10.0,Chang Kuo-Cheng/Chang Kuo-Hua/Chang Kuo-Ming/Konstantin Goncharov & family,True,4,0.04915955696280694,0.006324172236548305,-0.0010220622137654218,0.049575213629653635,1.874254558
1949,Alberto Alcocer,1874254558.0,-0.23374152,0.6060146,0.7409037,Investments,investment/finance,526/2553/1916/406,83.0,Investments/ Self Made,,,Spain,Married,5.0,Florentino Perez/Thaksin Shinawatra/Alberto Cortina/Frank Lowy,True,4,0.019408398782957935,-0.023163023941859113,-0.030189445035636944,0.04271550319274263,1.874254558
1950,Melissa Ma,1874254558.0,0.90015835,1.0428443,-1.4985282,Internet search,Internet search,,,,,,,,,,True,0,-0.002578621368991756,-0.000690349130628023,0.004227780731450039,0.005000000000000001,1.874254558
1951,Warren Chen,1874254558.0,0.9125118,0.9087411,-1.0421821,Testing equipment,Testing equipment,1533/1624/2507,75.0,Testing equipment/ Self Made,,,Taiwan,Married,,Chen Wenyuan & family/Leo Huang/Peng Qian,True,3,0.01510085360641398,-0.016011463157635367,0.03029628289515518,0.03744686220972237,1.874254558
1952,Larry Robbins,1874254558.0,-0.91609067,0.2868279,-0.6677016,Hedge funds,hedge funds/finance,3139/115/452/34/70/120,56.0,Hedge funds/ Self Made,3.0,7.0,United States,Married,4.0,Anne Dinning/David Tepper/John Overdeck/Ken Griffin/Marilyn Simons & family/Steve Cohen,True,6,-0.00184482174437384,0.011378381434919652,0.04760281368575196,0.04897855451263801,1.874254558
1953,Heikki Herlin,1874254558.0,-0.12924188,0.8203285,0.2624456,Elevators  escalators,Elevators/escalators,1046/2033/2155/2169,39.0,Elevators/ escalators,,,Finland,Single,,Antti Herlin/Ilkka Herlin/Ilona Herlin/Zbigniew Juroszek & family,True,4,0.03367269822924756,-0.008832470805486601,-0.010244565643341407,0.03628793562313067,1.874254558
1954,Marek Dospiva,1874254558.0,-0.5785249,0.8502199,-0.04064341,Investments,investment/finance,3021/406/1142/1420/49/2553,56.0,Investments/ Self Made,,,Czech Republic,Divorced,,Cheah Cheng Hye/Frank Lowy/James Packer/Richard Chandler/Stephen Schwarzman/Thaksin Shinawatra,True,6,0.0022812921423170196,-0.004677789509979439,-0.036830849887893945,0.037196740609935816,1.874254558
1955,Alessandra Garavoglia,1874254558.0,0.28701293,0.7669182,1.0072011,Spirits,Spirits,1727/1428/2278/1429/1073,66.0,Spirits,,,Italy,,,Luca Garavoglia/Annalisa Doris/Jean-Pierre Cayard & family/Massimo Doris/Miuccia Prada,True,5,-0.0002602992235371892,-0.01473819640643434,-0.029600583059363056,0.0330677593201393,1.874254558
1956,Strive Masiyiwa,1874254558.0,-1.0182632,0.5920441,0.43946576,Telecom,telecom,758/875/858/227,65.0,Telecom/ Self Made,,,Zimbabwe,Married,6.0,Naguib Sawiris/Reed Hastings/Ryan Cohen/Sunil Mittal,True,4,0.039012052900115946,-0.004029470466574508,-0.018153842614538,0.04321734496004882,1.874254558
1957,Zhou Jian,1874254558.0,0.06187352,0.44946373,0.77352595,Solar energy equipment,energy/oil and gas,,,,,,,,,,True,0,-0.0017742524761443087,-0.002004413825325662,-0.004223073924020172,0.005,1.874254558
1958,Alex Birkenstock,1874254558.0,-0.2847559,1.1592475,1.1010408,Shoes,Shoes,10/1873/1153/1255/551,57.0,Shoes,,,Germany,,,Bernard Arnault & family/Christian Birkenstock/Masahiro Miki/Susan Alfond/Zhang Congyuan,True,5,0.020495740955113244,-0.029614469262465356,-0.03147237516986131,0.04782888861168649,1.874254558
1959,Kabir Mulchandani,1874254558.0,1.363867,0.498008,0.34758413,Real estate,real estate,114/1111/1966,53.0,Real estate,,,India,Married,4.0,Harry Triguboff/Kwek Leng Beng/Manuel Villar,True,3,-0.014577524134277129,-0.03344225841667688,-0.03130791157894556,0.04807363295329677,1.874254558
1960,Vladislav Filev & family,1874254558.0,0.6204828,1.6605548,1.0667899,Airlines,ai/software,1043,62.0,Airlines/ Self Made,,,Russia,Widowed,3.0,Nguyen Thi Phuong Thao,True,1,0.033658424676059895,-0.03063588003832504,-0.020701528991921347,0.05,1.874254558
1961,Wang Zhenhua,1874254558.0,1.055028,0.4142293,-0.94305694,Real estate,real estate,114/1111/1966,64.0,Real estate/ Self Made,,,China,,,Harry Triguboff/Kwek Leng Beng/Manuel Villar,True,3,-0.004912517992332681,-0.04367533370401379,0.011980650388783647,0.04555440254157897,1.874254558
1962,Simon Nixon,1789061169.0,0.29180273,1.2182949,0.68080825,Price comparison website,Price comparison website,,58.0,Price comparison website/ Self Made,,,United Kingdom,Single,,,True,0,-0.0011234314447437352,-0.003400756405042202,-0.003488947930612528,0.005,1.789061169
1963,Bruce Toll,1789061169.0,-0.59731907,0.52819,-0.030872062,Homebuilding,Homebuilding,1653/639/1874/1870,83.0,Homebuilding/ Self Made,,,United States,,,Kathy Britton/Peter Gilgan/Reagan Horton/Ryan Horton,True,4,-0.00693668200527557,-0.028512734406150177,0.004678676861811091,0.029715039924846483,1.789061169
1964,Richard Saghian,1789061169.0,-0.8624837,0.6898546,-0.06548697,Fast fashion,luxury/fashion/retail,3380,44.0,Fast fashion/ Self Made,,,United States,Single,,Vladimir Melnikov,True,1,0.04642590740597692,0.008878985967195429,0.016303334926511332,0.05,1.789061169
1965,B. Wayne Hughes Jr,1789061169.0,-0.9668004,1.3102441,-0.21379381,Storage facilities,Storage facilities,1540/409,66.0,Storage facilities,,,United States,Married,,Frank Slootman/Tamara Gustavson,True,2,-0.02269906161674109,-0.013519504751905729,0.01731403430148753,0.03158797541487103,1.789061169
1966,Manuel Villar,1789061169.0,1.0823624,0.025521308,-1.0061035,Real estate,real estate,114/209/1111/1266,76.0,Real estate/ Self Made,,,Philippines,Married,3.0,Harry Triguboff/Joseph Lau/Kwek Leng Beng/Waleed Mohammad Al Zaabi,True,4,-0.004185498642196889,-0.009351987874780176,0.02417923829716598,0.026260495820243104,1.789061169
1967,Natacha Nikolajevic,1789061169.0,-0.45747623,1.1700604,1.1280653,Inherited,,1946/439/1947/438,59.0,Inherited,,,France,Widowed,2.0,Helena Dassault/Marie-Hélène Habert-Dassault/Remi Dassault/Thierry Dassault,True,4,0.031140990958885107,-0.022019122619861213,-0.02885557861050705,0.04782517638019749,1.789061169
1968,Ibrahim Al Muhaidib,1789061169.0,0.7114855,0.3803677,1.245598,Real estate  investments,investment/finance/real estate,369/1369/394/1450/221,39.0,Real estate/ investments,,,Saudi Arabia,Married,6.0,Fredrik Lundberg/George Argyros & family/Jeff Greene/Nicolas Berggruen/Simon Reuben,True,5,-0.029202699773184695,0.024322524575560892,-0.025244738733292423,0.04562542832109875,1.789061169
1969,Sunil Vachani,1789061169.0,1.6225579,1.2289996,-0.16165599,Electronics,Electronics,184/194/1156/1512/225/187,57.0,Electronics/ Self Made,,,India,Married,2.0,Barry Lam/Bruce Cheng/C.C. Leung/Koo Bon-neung/Pierre Chen/Terry Gou,True,6,0.0014879391382990625,-0.03175225827524921,-0.03440085952254784,0.04683843511847385,1.789061169
1970,Nicholas Pritzker,1789061169.0,-1.4063901,0.98073095,0.4182227,Hotels  investments,investment/finance,925/525,82.0,Hotels/ investments,2.0,3.0,United States,Married,4.0,Penny Pritzker/Thomas Pritzker,True,2,0.027339462911374252,0.03553771313378337,0.01778760742667949,0.048236648567527476,1.789061169
1971,Leonie Baldock,1789061169.0,1.2316344,-0.53572166,-0.39379063,Mining,mining/materials,1908/129/971/95,54.0,Mining,,,Australia,Married,,Alexandra Burt/Andrew Forrest & family/Angela Bennett/Gina Rinehart,True,4,-0.017585014732773085,0.02085877285846284,-0.007943524356898683,0.028415149612863823,1.789061169
1972,Jack Cogen,1789061169.0,-0.42081633,0.39598092,0.2173563,Technology,Technology,1761/1590/1408/1026/370/1024/573/3088/1633,70.0,Technology/ Self Made,,,United States,,,Anand Deshpande/Anthony Hall/Brannin McBee/Brian Venturo/Les Wexner & family/Meg Whitman/Michael Intrator/Peter Salanki/Sam Hupert,True,9,-0.0011977082076164037,-0.008796484420436023,-0.022885352371798243,0.024546934559959557,1.789061169
1973,John Liew,1789061169.0,-0.9006697,1.4453263,0.79531944,investment management,investment/finance,932/2093/4/357,58.0,investment management/ Self Made,,8.0,United States,Married,2.0,Chey Tae-won/David Kabiller/Larry Ellison/Nassef Sawiris,True,4,-0.0015000488794800456,-0.04775535167856195,-0.011029522192056149,0.04903543739347104,1.789061169
1974,Liu Weiping,1789061169.0,0.6886563,0.48790503,-0.16433398,packaged food,food/beverages,,47.0,packaged food/ Self Made,,,China,,,,True,0,-0.004671900473501644,-0.0017635555055073493,0.00025143178933824905,0.005,1.789061169
1975,Jitendra Virwani,1789061169.0,1.396948,0.29111335,0.05120617,Real estate,real estate,114/1111/1966,60.0,Real estate,,,India,Married,4.0,Harry Triguboff/Kwek Leng Beng/Manuel Villar,True,3,-0.01914028530402065,-0.03247664787745877,-0.026440881028320713,0.04604566611994625,1.789061169
1976,T.S. Kalyanaraman,1789061169.0,1.3616503,0.5148536,0.5939375,Jewelry,Jewelry,863,78.0,Jewelry/ Self Made,,,India,Married,3.0,Joy Alukkas,True,1,-0.02394395520763193,-0.0097548478499223,0.042796377795787606,0.05,1.789061169
1977,Nihat Ozdemir,1789061169.0,0.15706177,0.37189916,0.76722395,Diversified,Diversified,36/20/1978,76.0,Diversified/ Self Made,,,Turkey,Widowed,2.0,Li Ka-shing/Mukesh Ambani/Sezai Bacaksiz,True,3,0.032231094165383806,-0.015710266133558755,-0.03212491472721454,0.04814214410800465,1.789061169
1978,Sezai Bacaksiz,1789061169.0,0.5649842,0.4308765,0.4450702,Diversified,Diversified,36/20/1977,76.0,Diversified/ Self Made,,,Turkey,Married,2.0,Li Ka-shing/Mukesh Ambani/Nihat Ozdemir,True,3,0.015902509721711686,-0.034282232356529586,-0.020690710172126623,0.04308441433074335,1.789061169
1979,Athanasios Martinos & family,1789061169.0,0.98299557,1.2069645,0.9765533,Shipping  real estate,real estate/logistics/shipping,970/1886,76.0,Shipping/ real estate/ Self Made,,,Greece,,2.0,Andreas Martinos & family/Constantinos Martinos & family,True,2,0.018781692948084926,-0.0346329644275472,0.012695861084333987,0.0413929837497685,1.789061169
1980,John Bloor,1789061169.0,0.23636356,1.4128181,0.442592,Real estate  manufacturing,real estate,,82.0,Real estate/ manufacturing/ Self Made,,,United Kingdom,,,,True,0,-0.0027567185549743005,-0.003986453180195356,-0.0012282889931814643,0.005,1.789061169
1981,Vasily Anisimov,1789061169.0,-0.3867935,1.2057843,0.8321185,Real estate,real estate,114/1111/1966,74.0,Real estate/ Self Made,,,Croatia,Divorced,4.0,Harry Triguboff/Kwek Leng Beng/Manuel Villar,True,3,0.02453406556992963,-0.033358117473800734,-0.027360792897640752,0.04963161656417293,1.789061169
1982,Hao Hong,1789061169.0,0.42167816,0.5605466,-0.45300883,Pharmaceuticals,healthcare/pharmaceuticals,1128/94/337/455/253/139,70.0,Pharmaceuticals/ Self Made,,8.0,United States,Married,,Dennis Bastas/Dilip Shanghvi/Murali Divi & family/Pankaj Patel/Sun Piaoyang/Zhong Huijuan,True,6,0.01353846490019519,-0.017338351105786125,0.021779443893867316,0.03095565582001852,1.789061169
1983,Ajay Parekh,1789061169.0,1.0888511,0.8173168,0.3881895,Adhesives,Adhesives,1387/2259/1985,68.0,Adhesives,,,India,Married,2.0,Madhukar Parekh/Mrudula Parekh/Narendrakumar Parekh,True,3,0.010222879831875926,-0.03744204353327317,0.010504907107211338,0.040209040890521595,1.789061169
1984,Robin Khuda,1789061169.0,0.45943975,-0.29660928,-0.7854549,data centers,data centers,1077/675/416/3088,46.0,data centers/ Self Made,,,Australia,Married,,Han Arming Hanafia/Marina Budiman/Otto Toto Sugiri/Peter Salanki,True,4,0.03944143682471024,0.006898341311687474,0.015834538641815173,0.043057480948718786,1.789061169
1985,Narendrakumar Parekh,1789061169.0,1.033424,0.6939136,0.711306,Adhesives,Adhesives,1983/1387/2259,88.0,Adhesives,,,India,Married,3.0,Ajay Parekh/Madhukar Parekh/Mrudula Parekh,True,3,0.017123918905369528,-0.01517596988415705,-0.03776144898638396,0.04415275404947908,1.789061169
1986,Sanjeev Bikhchandani,1789061169.0,1.6614965,0.8106014,1.0322279,Internet,Internet,2960/2750/1391/2753,62.0,Internet/ Self Made,,,India,Married,2.0,Geng Diangen/Lee Hae-jin/Martin Lau/Wu Xushun & family/Sanjeev Bikhchandani,True,4,-0.009879725039757018,0.014279908737078947,-0.03601124561112424,0.03997917671570064,1.789061169
1987,Hisao Nagata,1789061169.0,0.2445801,0.425789,-0.52928036,Retail,ai/software/retail,741/872,69.0,Retail,,,Japan,,,Samuel Yin/Takao Yasuda,True,2,0.030189011941692368,-0.01185400132943315,0.031317591666608774,0.04508531176924798,1.789061169
1988,Archie Hwang,1789061169.0,0.953744,0.5330458,-0.7430785,Semiconductors,semiconductors/hardware,656/50/6/454/1577/1042,73.0,Semiconductors/ Self Made,,,Singapore,Married,,Chen Weiliang/Henry Samueli/Jensen Huang/Kwak Dong Shin/Lisa Su/Weili Dai,True,6,-0.04834988353294382,0.0112227418034311,-0.0007950749615835902,0.04964164899990983,1.789061169
1989,Kishore Jain,1789061169.0,0.98005486,0.19475006,0.24638993,Jewellery,Jewellery,2119,62.0,Jewellery,,,India,Married,2.0,G. Rajendran,True,1,0.012006379021240958,-0.018223143066309535,-0.044986263676628224,0.05,1.789061169
1990,Andres Santo Domingo,1789061169.0,-0.8013703,1.0957456,0.22230984,Beer,Beer,1065/921/2866/2985,47.0,Beer,1.0,3.0,United States,Married,2.0,Alejandro Santo Domingo/Beatriz Davila de Santo Domingo/Jim Koch/Vera Rechulski Santo Domingo,True,4,0.012763069399599647,-0.01804514345522022,0.0038693810977323364,0.022438699893219356,1.789061169
1991,Ruslan Rahimkulov,1789061169.0,0.95101404,0.8950128,1.1065526,diversified,diversified,20/1904/2076,47.0,diversified,,,Russia,,,Mukesh Ambani/Sandor Csanyi/Timur Rahimkulov,True,3,-0.011066811301055841,-0.034859918436923654,-0.031063515093448735,0.04798572908441701,1.789061169
1992,Li Jianquan & family,1789061169.0,1.712535,0.49785134,-1.1237991,Consumer products,Consumer products,,69.0,Consumer products/ Self Made,,,Hong Kong,Married,,,True,0,-0.0036406213649631597,-0.0020768055514790032,0.002726307902332341,0.004999999999999999,1.789061169
1993,Wong Man Li,1789061169.0,1.0426564,0.94690925,-0.68100756,Furniture,Furniture,1467/589/1037/1280,61.0,Furniture/ Self Made,,,Hong Kong,Married,2.0,Gu Yuhua & family/Ronald Wanek/Todd Wanek/Yao Liangsong,True,4,-0.01253306397651955,-0.013877880260470224,0.020536619446248894,0.027774556548098645,1.789061169
1994,Kim Nam-goo,1789061169.0,0.040874198,1.1673304,0.7322733,Korea Investment Holdings,investment/finance,489/68/872/177/499,62.0,Korea Investment Holdings,,,South Korea,Married,2.0,Euisun Chung/Jay Y. Lee/Takao Yasuda/Wang Laichun/Wang Xing,True,5,0.016630216071799434,-0.019756224217606873,-0.037448646536335,0.045489269166853495,1.789061169
1995,Ishay Davidi,1789061169.0,0.8475667,1.1571449,1.4203302,Private Equity,investment/finance,1655/1830/303/2983/336/335/2874/334/1358,64.0,Private Equity/ Self Made,,,Israel,Married,3.0,Adebayo Ogunlesi/David Grain/Josh Harris/Lauren Leichtman/Michael Kim/Robert F. Smith/Stefan Kaluzny/Tom Gores/William Chisholm,True,9,-0.04071561807192861,-4.4425964335195074e-05,-0.024929717898369407,0.04774153708394554,1.789061169
