ID,Name,NetWorth,x,y,z,sector or company,industries,connections,Age,Source_or_company_extended,Philanthropy_Score,Self_Made_Score,Citizenship,Marital_Status,Children,connection_names_matched,is_valid,connection_count,vx,vy,vz,velocity_strength,NetWorth_Billions
1004,Michael Jordan,3663315727.0,-1.3195734,0.47881275,-0.1364942,Charlotte Hornets  endorsements,Charlotte Hornets/endorsements,,63.0,Charlotte Hornets/ endorsements/ Self Made,1.0,8.0,United States,Married,5.0,,True,0,0.004686203692913545,9.593460759517625e-05,0.0017407732476083754,0.005,3.663315727
1005,Alexis Lê-Quôc,3663315727.0,-0.7622204,1.2637043,0.086143434,Cloud computing,software/cloud,2759/492/1145/1323/3167,51.0,Cloud computing/ Self Made,,8.0,United States,Married,1.0,Jared Smith/Leonid Boguslavsky/Olivier Pomel/Ryan Smith/Scott Smith,True,5,-0.0212511952393786,-0.005822805251630991,0.011213699762472764,0.024723782527426724,3.663315727
1006,Sid Bass,3663315727.0,-0.88082445,0.35170716,0.108619876,Oil  investments,investment/finance/energy/oil and gas,1432/1485/661,84.0,Oil/ investments,2.0,4.0,United States,Divorced,2.0,Edward Bass/Lee Bass/Robert Bass,True,3,0.016849188422351415,0.025666736191191954,-0.001420966437478262,0.030735901529263518,3.663315727
1007,Jason Jiang,3578122338.0,1.4945585,0.691622,-1.3225993,Advertising,Advertising,86/527/1523,53.0,Advertising/ Self Made,,,Singapore,Married,,Jack Ma/Lu Weiding/Zhao Yan,True,3,-0.005391102293720845,0.013937448835186328,0.04250464684999,0.0450550936944666,3.578122338
1008,Samuel Tak Lee,3578122338.0,1.001169,0.7679255,-0.7101883,Real estate,real estate,114/1111/1966,87.0,Real estate,,,Hong Kong,Married,7.0,Harry Triguboff/Kwek Leng Beng/Manuel Villar,True,3,-0.0026565322333233212,-0.04719902042956584,0.002988309439095603,0.047368076658452656,3.578122338
1009,Mahendra Choksi & family,3578122338.0,0.87659687,0.44158328,0.050853983,Paints,ai/software,1258,85.0,Paints,,,India,Married,2.0,April Goh,True,1,-0.04805695533746698,0.003556185380859767,0.01333726318363941,0.05,3.578122338
1010,Jim Coulter,3578122338.0,-1.2770146,1.5950732,-0.43357188,Private equity,investment/finance,2316/336/335,66.0,Private equity/ Self Made,1.0,7.0,United States,Married,3.0,Jon Winkelried/Michael Kim/Robert F. Smith,True,3,-0.0067236886218642175,-0.01133864436538101,0.03397028423947902,0.036438345956414785,3.578122338
1011,Hubert Burda,3578122338.0,0.24800074,1.0959909,0.8730735,Publishing,Publishing,935/648/2092/649,86.0,Publishing,,,Germany,Married,2.0,Friede Springer/Christiane Schoeller/Richard Desmond/Stefan von Holtzbrinck,True,4,-0.016119621723228728,0.00047541954932726904,9.20366954716787e-05,0.0161268936562868,3.578122338
1012,Shlomo Eliahu,3578122338.0,1.1148717,0.45434803,-0.86364424,Insurance,Insurance,579/3032,90.0,Insurance/ Self Made,,,Israel,Divorced,4.0,Patrick Ryan/Shin Chang-jae,True,2,-0.036966541562268376,0.017741290702441175,0.02604940175811194,0.04857828653646572,3.578122338
1013,David Rubenstein,3578122338.0,-1.3720236,1.5515934,-0.018309057,Private equity,investment/finance,1406/894,76.0,Private equity/ Self Made,4.0,9.0,United States,Divorced,3.0,Alberto Palatchi/Daniel D'Aniello,True,2,0.014824099324641685,-0.02005406548535401,-0.016902298608473566,0.030126519240159765,3.578122338
1014,Kuok Khoon Hong,3578122338.0,1.3209656,0.26091173,-0.594743,Palm oil,energy/oil and gas,1201/2158/212,76.0,Palm oil,,,Singapore,Married,4.0,Kuok Khoon Hong/Martua Sitorus/Peter Lim/Robert Kuok,True,3,-0.021397338639338157,0.00034305645505916006,-0.022773362186229867,0.03125043701843345,3.578122338
1015,Richard White,3578122338.0,1.0897362,-0.6965786,-1.4690932,Software,software/cloud,470/2847/509/2851,71.0,Software/ Self Made,,,Australia,,2.0,Mike Cannon-Brookes/Mike Speiser/Scott Farquhar/Tope Awotona,True,4,-0.03872363416991559,-0.009922547904381431,-0.004619681875039596,0.04024075373134514,3.578122338
1016,Rodger Riney & family,3578122338.0,-2.1558075,0.84362274,-0.6015664,Discount brokerage,finance,254/437/635/121/19,80.0,Discount brokerage/ Self Made,2.0,7.0,United States,Married,3.0,Charles Schwab/J. Joe Ricketts & family/Peggy Cherng/Stanley Kroenke/Thomas Peterffy,True,5,0.014609349914457266,-0.0066811597365209465,0.03545362094364454,0.03892338934835444,3.578122338
1017,Herbert Wertheim,3578122338.0,-0.8049552,0.5189801,0.17939141,Investments,investment/finance,67/3/394/1/1574/13,86.0,Investments/ Self Made,2.0,10.0,United States,Divorced,2.0,Eduardo Saverin/Jeff Bezos/Jeff Greene/Larry Page/Reid Hoffman/Steve Ballmer,True,6,0.007911242376625554,0.006465370805673664,-0.012980058904608788,0.01651879852663889,3.578122338
1018,Miguel Fluxa Rossello,3578122338.0,1.6974562,0.40165693,-0.38828677,Hotels,Hotels,3298/1411/3033/2982/3027,87.0,Hotels,,,Spain,Married,2.0,Bruce Mathieson/Choo Chong Ngen/Gary Tharaldson/Michael Kum/William Heinecke,True,5,-0.010079808302128774,-0.021653174384128417,-0.006053543325360455,0.02463955931239752,3.578122338
1019,David MacNeil,3578122338.0,-1.3952962,0.23563144,0.69273126,Automobile accessories,automotive,,67.0,Automobile accessories/ Self Made,,,United States,Married,3.0,,True,0,0.004302424859495633,-8.985994345341798e-05,-0.0025457936913576753,0.005,3.578122338
1020,Daniel Mate,3578122338.0,0.03581863,0.76608247,1.1515629,Mining  commodities,mining/materials,1565/950/791/210/1423,62.0,Mining/ commodities/ Self Made,,,Spain,Married,2.0,Alex Beard/Aristotelis Mistakidis/Bulat Utemuratov/Ivan Glasenberg/Tor Peterson,True,5,0.0032939930305855426,-0.007641753039365078,-0.02818867761197478,0.029391296757918652,3.578122338
1021,Chairul Tanjung,3578122338.0,0.65104324,-0.36139914,-0.48499513,Diversified,Diversified,285/3110/36/20,63.0,Diversified/ Self Made,,,Indonesia,Married,2.0,Anthoni Salim/Hartati Murdaya/Li Ka-shing/Mukesh Ambani,True,4,0.005442380601032249,0.03241478273043424,0.030817285629152043,0.045055995601212616,3.578122338
1022,Du Jiangtao & family,3578122338.0,0.7115598,0.6108332,-0.021746933,Chemicals,Chemicals,1319/123/1881/2735/1212,56.0,Chemicals/ Self Made,,,China,Married,,Arun Bharat Ram/Chen Jianhua/Lee Dong-chae/Soegiarto Adikoesoemo/Vivek Jain,True,5,0.004383672633607994,-0.028433506347253223,-0.02388394899246883,0.03739149486758701,3.578122338
1023,Danielle Bellon & family,3578122338.0,-0.14407149,0.98987544,1.3829962,Food services,food/beverages,,86.0,Food services,,,France,Widowed,4.0,,True,0,0.00022422188093931922,-0.003510243610605502,-0.0035535776820426043,0.005,3.578122338
1024,Meg Whitman,3578122338.0,-1.0415504,0.92604756,-0.833594,EBay,EBay,777/255,69.0,EBay/ Self Made,2.0,6.0,United States,Married,2.0,Jeff Skoll/Pierre Omidyar,True,2,0.016494136881300907,-0.014977113188181262,-0.011906472633779336,0.02526132541039009,3.578122338
1025,Fu Liquan,3578122338.0,1.0939101,1.6528599,-1.0196259,Surveillance equipment,Surveillance equipment,65/722/278/317/3161,58.0,Surveillance equipment/ Self Made,,,China,Married,1.0,Colin Huang/Hu Baifan/Liang Wenfeng/Yi Zheng/Zhu Jiangming,True,5,0.006556767748642889,-0.045278958362883176,0.006227945063312496,0.04617318023971265,3.578122338
1026,Brian Venturo,3578122338.0,-0.43309355,0.36527726,0.27346337,Technology,Technology,1590/1408/1972/370/1024/573/3088,41.0,Technology/ Self Made,1.0,8.0,United States,,,Anthony Hall/Brannin McBee/Jack Cogen/Les Wexner & family/Meg Whitman/Michael Intrator/Peter Salanki,True,7,-0.004116249053185314,0.00014302763343375098,-0.037517383988463694,0.03774278824503572,3.578122338
1027,Daniel Och,3578122338.0,-0.94601834,0.5759961,0.03568138,Hedge funds,hedge funds/finance,3139/115/452/34/70/120,65.0,Hedge funds/ Self Made,3.0,7.0,United States,Married,3.0,Anne Dinning/David Tepper/John Overdeck/Ken Griffin/Marilyn Simons & family/Steve Cohen,True,6,0.0020291182632596366,-0.004954543847906923,0.038341388980885044,0.03871339477042357,3.578122338
1028,Rajiv Jain,3578122338.0,-1.4860532,0.3310492,-0.042194456,Finance,finance,498/414,58.0,Finance/ Self Made,1.0,8.0,United States,,,Cho Jung-ho/Jean Salata,True,2,0.0378177916314861,0.02219028382399841,-0.002200087938033756,0.043902556269620426,3.578122338
1029,Luciano Benetton,3578122338.0,-0.14820321,0.4875514,1.0635736,Fashion retail  investments,ai/software/retail/luxury/fashion/investment/finance,2855/2214/1030/1869,91.0,Fashion retail/ investments/ Self Made,,,Italy,Married,4.0,Antonio Percassi/Barbara Benetton/Giuliana Benetton/Sabrina Benetton,True,4,0.0029905638811345264,0.02931293002218535,-0.03190791868194549,0.04343163148474079,3.578122338
1030,Giuliana Benetton,3578122338.0,-0.19998412,0.6710603,0.91378856,Fashion retail  investments,ai/software/retail/luxury/fashion/investment/finance,2214/1029/1869,88.0,Fashion retail/ investments/ Self Made,,,Italy,Widowed,4.0,Barbara Benetton/Luciano Benetton/Sabrina Benetton,True,3,0.01004982114009306,-0.01071213920570213,-0.0033549886430517062,0.01506667780584718,3.578122338
1031,William Conway Jr,3578122338.0,-1.4108875,1.4571753,0.15465468,Private equity,investment/finance,1406/894/1013/336/335,76.0,Private equity/ Self Made,4.0,8.0,United States,Married,1.0,Alberto Palatchi/Daniel D'Aniello/David Rubenstein/Michael Kim/Robert F. Smith,True,5,0.0013484939930903613,-0.007477274436137889,-0.020041164340533667,0.02143306644339536,3.578122338
1032,Kavitark Ram Shriram,3578122338.0,-0.42724338,0.67594767,-0.41798657,Google  venture capital,internet/ai/advertising/investment/finance,109/1/2/199,69.0,Google/ venture capital/ Self Made,2.0,10.0,United States,Married,2.0,John Doerr/Larry Page/Sergey Brin/Vinod Khosla,True,4,-0.03630050756988944,-0.027289993745096993,0.012328529146859411,0.047058083677132406,3.578122338
1033,Erik Selin,3578122338.0,-1.2234902,0.5827535,-0.46648794,Real estate,real estate,2492/114/1111/1966,59.0,Real estate/ Self Made,,,Sweden,Divorced,,David Mindus/Harry Triguboff/Kwek Leng Beng/Manuel Villar,True,4,0.04267503283913744,-0.021773651955555057,-0.0025327817085628985,0.04797567436197574,3.578122338
1034,Nancy Mills Barnett,3578122338.0,-0.63158107,0.8903852,0.3304064,Medical supplies,healthcare/pharmaceuticals,813/309/1158/954,62.0,Medical supplies,,,United States,,,Andy Mills/Charlie Mills/Margaret Baker/Wendy Abrams,True,4,-0.009654372027091235,-0.017993789642447522,-0.022806942138274763,0.03061274203061115,3.578122338
1035,Martin Bouygues,3578122338.0,0.24237747,0.38165617,0.5461999,Construction  media,media/entertainment/construction/materials,,,,,,,,,,True,0,0.00010561123571973768,-0.0018976112341594045,-0.004624707328132427,0.005,3.578122338
1036,Falguni Nayar,3492928949.0,1.1954898,0.6665699,0.14880395,Retailing,ai/software/retail,2597/1520/601,63.0,Retailing/ Self Made,,,India,Married,2.0,Alan Wilson/Harindarpal Banga/Lee Thiam Wah,True,3,0.016026206808267447,-0.024760498345826464,-0.02667815754330687,0.03976990913870101,3.492928949
1037,Todd Wanek,3492928949.0,-1.4469123,0.33470717,0.63659436,Furniture,Furniture,1467/589/1993/1280,62.0,Furniture,2.0,4.0,United States,Married,2.0,Gu Yuhua & family/Ronald Wanek/Wong Man Li/Yao Liangsong,True,4,0.0441409100847395,0.012613431556738615,-0.012077377573376676,0.04746979721670916,3.492928949
1038,Fang Wei,3492928949.0,0.9990891,0.8312508,-1.1637433,Steel,mining/materials,1183/80/1403/56/371,52.0,Steel/ Self Made,,,China,Married,,Barry Zekelman/Lakshmi Mittal/Rufino Vigil Gonzalez/Savitri Jindal & family/Viktor Rashnikov,True,5,-0.0056927170508988155,0.011905426113233518,0.04364458021575296,0.0455960039978127,3.492928949
1039,Roger Samuelsson,3492928949.0,1.5846559,0.8887484,0.6999817,Drug delivery devices,Drug delivery devices,,62.0,Drug delivery devices/ Self Made,,,Sweden,,,,True,0,-0.003990775047106763,-0.0016414995053901462,-0.002525706613443834,0.005,3.492928949
1040,Richard Schulze,3492928949.0,-1.5344522,0.22260448,0.44643703,Best Buy,Best Buy,,85.0,Best Buy/ Self Made,3.0,8.0,United States,Widowed/ Remarried,10.0,,True,0,0.004960769284668821,-0.0002710304385314098,0.0005633032981226597,0.005,3.492928949
1041,Lam Wai-ying,3492928949.0,1.1559457,0.28820175,-0.068303674,Smartphone screens,Smartphone screens,197,68.0,Smartphone screens/ Self Made,,,Hong Kong,Married,3.0,Zhou Qunfei & family,True,1,0.016200897929552593,-0.046193785072410495,-0.01018160728766164,0.05000000000000001,3.492928949
1042,Weili Dai,3492928949.0,-0.94419694,1.0777838,0.033661038,Semiconductors,semiconductors/hardware,50/6/454/1577/260/1559,64.0,Semiconductors/ Self Made,,8.0,United States,Widowed,2.0,Henry Samueli/Jensen Huang/Kwak Dong Shin/Lisa Su/Mark Stevens/Zhang Xingang,True,6,0.015184240159335508,-0.006207463212590253,-0.04402645383185189,0.04698321387219296,3.492928949
1043,Nguyen Thi Phuong Thao,3492928949.0,2.1743412,0.24623372,0.11109322,Airlines,ai/software,1960,55.0,Airlines/ Self Made,,,Vietnam,Married,4.0,Vladislav Filev & family,True,1,-0.033658424676059895,0.03063588003832504,0.020701528991921347,0.05,3.492928949
1044,Tung Chee Chen,3492928949.0,1.4983535,0.28462574,-1.0197891,Shipping,logistics/shipping,43/59/48/44,83.0,Shipping,,,Hong Kong,Married,2.0,Gianluigi Aponte/Idan Ofer/Klaus-Michael Kuehne/Rafaela Aponte-Diamant,True,4,-0.026326459542760507,0.017239363836878453,0.037169687655595765,0.048701784546065933,3.492928949
1045,Otto Happel,3492928949.0,-0.4700493,0.39942107,0.17512518,Engineering,construction/materials,1216/910/1832/1179/1126,78.0,Engineering,,,Germany,Married,6.0,Anu Aga/Baba Kalyani/Bhadresh Shah/Fabrizio Di Amato/Wolfgang Leitner,True,5,0.04634570136041335,-0.004064584354312153,0.0087011498930114,0.04733027456103114,3.492928949
1046,Antti Herlin,3492928949.0,0.3081724,0.4248266,-0.6348735,Elevators  escalators,Elevators/escalators,1953/2033/2155,69.0,Elevators/ escalators,,,Finland,Married,4.0,Heikki Herlin/Ilkka Herlin/Ilona Herlin,True,3,-0.003885014830344178,0.012609996809141353,0.04624104557698286,0.048086792945788714,3.492928949
1047,Ivar Tollefsen,3492928949.0,-0.3310933,1.135912,0.9211842,Real estate,real estate,114/1111/1966,64.0,Real estate/ Self Made,,,Norway,,,Harry Triguboff/Kwek Leng Beng/Manuel Villar,True,3,0.02368896144162957,-0.03232475262298649,-0.02925495814450941,0.049617628947353803,3.492928949
1048,Paul Gauselmann & family,3492928949.0,0.4683534,0.6371302,0.7535562,Gambling,gambling/entertainment,299,91.0,Gambling/ Self Made,,,Germany,Married,4.0,Johann Graf,True,1,5.401170642981348e-05,0.027945854001571825,-0.04146114237280976,0.05,3.492928949
1049,Wu Kai,3492928949.0,0.5001347,0.22377361,-0.20152016,Batteries,batteries/energy storage,77/147/29/119,58.0,Batteries/ Self Made,,,China,,,Huang Shilin/Pei Zhenhua/Robin Zeng/Yu Yong,True,4,-0.01549377157842149,0.02380175729687757,-0.02296231793873765,0.03652189279409597,3.492928949
1050,Clive Palmer,3492928949.0,0.7673297,0.99989164,-0.7362915,Mining,mining/materials,129/971/95/1118/1334,72.0,Mining/ Self Made,,,Australia,Married,3.0,Andrew Forrest & family/Angela Bennett/Gina Rinehart/Patrice Motsepe/Robert Friedland,True,5,-0.0011876934009322259,-0.023824038471183334,0.021214628734241264,0.03192265491814139,3.492928949
1051,Hans Georg Naeder & family,3492928949.0,0.45335764,1.2789975,0.41948646,Prosthetics,Prosthetics,,64.0,Prosthetics,,,Germany,Divorced,2.0,,True,0,-0.0007781076334028838,-0.004857877168368212,-0.0008919517519950322,0.005,3.492928949
1052,Renzo Rosso & family,3492928949.0,0.28210774,1.0070423,0.41621742,Fashion,luxury/fashion/retail,1175/1675,70.0,Fashion/ Self Made,,,Italy,Divorced,7.0,Brunello Cucinelli & family/Tom Ford,True,2,-0.0022500913265278565,-0.023413340004507194,0.0077161597996210085,0.02475452530745965,3.492928949
1053,Harsh Mariwala,3492928949.0,1.4772996,1.1886725,1.2077115,Consumer goods,Consumer goods,2651,75.0,Consumer goods,,,India,Married,2.0,Chirayu Amin/Harsh Mariwala,True,1,-0.026018311430287152,-0.021318357402875465,-0.03699425777008986,0.05,3.492928949
1054,Paul-Heinz Wesjohann & family,3492928949.0,0.875131,0.47276473,0.45209306,Chicken processing,Chicken processing,,82.0,Chicken processing/ Self Made,,,Germany,Married,4.0,,True,0,-0.004614448938985123,-0.001925311874396522,5.930919560308917e-06,0.005000000000000001,3.492928949
1055,Todd Christopher,3492928949.0,1.180727,0.11668536,0.25210738,Hair care products,ai/software,,63.0,Hair care products/ Self Made,1.0,9.0,United States,Married,,,True,0,-0.004930991672330707,-0.0007554874268026588,-0.0003384669486793637,0.005,3.492928949
1056,Tomasz Biernacki,3492928949.0,0.39141673,1.1942935,1.1651583,Supermarkets,retail,293/2003/159/1380,53.0,Supermarkets/ Self Made,,,Poland,,,Charles Butt/Djoko Susanto/Karl Albrecht Jr. & family/Lin Ming-hsiung,True,4,-0.02908857468545574,-0.011891180665679693,-0.004370827595913388,0.031727740050756355,3.492928949
1057,Olivier Bouygues,3492928949.0,0.29132956,0.5532392,0.32010642,Construction  media,media/entertainment/construction/materials,1035,75.0,Construction/ media,,,France,Married,1.0,Martin Bouygues,True,1,-0.008498047627694936,-0.029786690640669473,0.03924966556793169,0.05,3.492928949
1058,Nirmal Minda,3492928949.0,0.5915004,0.38638097,-0.1030408,Auto parts,Auto parts,1933/1600/2104/2792/599/320,68.0,Auto parts,,,India,Married,2.0,Anurang Jain/Chin Jong Hwa/Joseph 'Pitt' Reeves Hyde III/Shrikant Badve/Vivek Chaand Sehgal/Wu Jianshu,True,6,-0.01655961008282749,-0.011107867827451105,0.004013892661993069,0.020340028221942245,3.492928949
1059,Yakir Gabay,3492928949.0,-1.3563482,0.6460091,-0.13955513,Real estate,real estate,355/114/1111/1966,60.0,Real estate/ Self Made,,,Cyprus,,,Georg Stumpf/Harry Triguboff/Kwek Leng Beng/Manuel Villar,True,4,0.04305444697754862,-0.013784879550776799,-0.004024770176185264,0.04538619926522908,3.492928949
1060,Samvel Karapetyan,3492928949.0,0.5531834,1.2112483,0.4808162,Real estate,real estate,114/1111/1966,60.0,Real estate/ Self Made,,,Russia,Married,3.0,Harry Triguboff/Kwek Leng Beng/Manuel Villar,True,3,0.00879318207755881,-0.04148995264374794,-0.026027478571768643,0.04976108783209451,3.492928949
1061,Angelo Koo,3492928949.0,1.2450064,0.41334522,-0.6698301,Finance,finance,498/414,60.0,Finance,,,Taiwan,Married,,Cho Jung-ho/Jean Salata,True,2,-0.03492329775117302,0.028012494590073246,0.002567437247643381,0.04484337535240357,3.492928949
1062,Charles Zegar,3492928949.0,-0.386885,0.50508314,-0.0787487,Bloomberg LP,financial data/media,2272/17/730,78.0,Bloomberg LP/ Self Made,2.0,9.0,United States,Married,,Duncan MacMillan/Michael Bloomberg/Thomas Secunda,True,3,-0.0012272300666928183,-0.016544189235880063,0.04712615219471295,0.04996088982182416,3.492928949
1063,Bob Parsons,3492928949.0,-1.6365179,1.7933592,0.066168904,Web hosting,Web hosting,,75.0,Web hosting/ Self Made,3.0,10.0,United States,Married,,,True,0,0.003139437117487513,-0.0038724787186824386,0.00038450378241744086,0.005,3.492928949
1064,David Wertheim,3492928949.0,0.43694094,0.8774202,0.8893861,Coca-Cola Israel,Coca-Cola Israel,1823/62/1099,68.0,Coca-Cola Israel,,,Israel,Married,6.0,Drorit Wertheim/Eyal Ofer/Liora Ofer,True,3,-0.04496325701522125,0.015035671202525053,-0.000493800261250862,0.04741318095873019,3.492928949
1065,Alejandro Santo Domingo,3492928949.0,-0.81844014,1.0499518,0.30529562,Beer,Beer,1990/921/2866/2985,49.0,Beer,1.0,3.0,United States,Married,,Andres Santo Domingo/Beatriz Davila de Santo Domingo/Jim Koch/Vera Rechulski Santo Domingo,True,4,0.02179503405030382,-0.004535914770514336,-0.025595474333273582,0.03392235750068883,3.492928949
1066,Robert Johnson & family,3492928949.0,-1.29326,0.51710796,0.74735373,Johnson & Johnson  New York Jets,ai/software/media/entertainment,3/4/69/1024,80.0,Black Entertainment Television/ Self Made,,,United States,Divorced,2.0,Jeff Bezos/Larry Ellison/MacKenzie Scott/Meg Whitman,True,4,0.03916659482535721,0.015633155493267513,-0.022428930460474974,0.047764784334184955,3.492928949
1067,John Paulson,3407735560.0,-0.69719285,0.9014784,-0.0017378777,Hedge funds,hedge funds/finance,115/201/34/120,70.0,Hedge funds/ Self Made,4.0,8.0,United States,Separated,2.0,David Tepper/Jaime Gilinski Bacal/Ken Griffin/Steve Cohen,True,4,-0.018672036909644082,-0.03679041563185449,0.02144938575668599,0.0465000623016662,3.40773556
1068,David Blitzer,3407735560.0,-0.6033607,1.001241,0.30081964,Sports,logistics/shipping/sports/entertainment,731/1358/2392/2391/2393/1529/1592,56.0,Sports/ Self Made,,,United States,Married,5.0,John Henry/William Chisholm/Hal Steinbrenner/Jennifer Steinbrenner Swindal/Jessica Steinbrenner/Larry Tanenbaum/Toto Wolff,True,7,-0.01873082061416847,-0.02322975209004884,-0.01819084181719682,0.03494812940721668,3.40773556
1069,Li Liangbin,3407735560.0,1.0965347,1.3438599,-0.9290701,Lithium,Lithium,2652,58.0,Lithium/ Self Made,,,China,,,Wang Xiaoshen,True,1,0.0226215053769052,-0.044573503358493916,-0.0012125563215705834,0.05,3.40773556
1070,Patrizio Bertelli,3407735560.0,0.11021123,0.5768178,0.50246286,Luxury goods,social media/luxury/fashion/retail,2291/185/2292/1073,80.0,Luxury goods/ Self Made,,,Italy,Married,2.0,Alberto Prada/Johann Rupert & family/Marina Prada/Miuccia Prada,True,4,0.015548812930882193,-0.03340470345885372,0.004570737680103494,0.0371285798230129,3.40773556
1071,Mohamed Mansour,3407735560.0,-0.6325388,0.5034609,-0.020792745,Diversified,Diversified,20/2829/2284,78.0,Diversified/ Self Made,,,Egypt,Married,2.0,Mukesh Ambani/Yasseen Mansour/Youssef Mansour,True,3,0.045890474607179245,-0.013951871308404943,0.013814444071335611,0.04991421879262978,3.40773556
1072,Ugur Sahin,3407735560.0,0.18552458,0.53623265,0.23200881,Biotechnology,healthcare/pharmaceuticals,291/638/2620/292,60.0,Biotechnology/ Self Made,,,Germany,Married,,Andreas Struengmann & family/Dietmar Hopp & family/Lou Jing & family/Thomas Struengmann & family,True,4,-0.0031229185970538323,0.018602473883769618,0.034545093032557955,0.03935947291044736,3.40773556
1073,Miuccia Prada,3407735560.0,0.33587915,0.5543854,0.48905048,Luxury goods,social media/luxury/fashion/retail,2291/185/2292/1070,77.0,Luxury goods,,,Italy,Married,2.0,Alberto Prada/Johann Rupert & family/Marina Prada/Patrizio Bertelli,True,4,-0.015179261431832073,-0.03278917960356053,0.007670085682924562,0.0369373860888106,3.40773556
1074,Otto Philipp Braun,3407735560.0,0.29555127,0.8931066,0.56359106,Medical technology,healthcare/pharmaceuticals,2319/2021/2022/2023/2320/2321/2449,48.0,Medical technology,,,Germany,,,Anna Maria Braun/Bernhard Braun-Luedicke/Eva Maria Braun-Luedicke/Friederike Braun-Luedicke/Johanna Braun/Karl Friedrich Braun/Ludwig Theodor Braun,True,7,-0.023723210602539024,-0.006258693620791596,0.00589452687320059,0.025233061926572473,3.40773556
1075,Zhao Fenggang,3407735560.0,0.52533585,0.25814885,-0.121966615,Batteries,batteries/energy storage,77/147/29/119,60.0,Batteries/ Self Made,,,China,,,Huang Shilin/Pei Zhenhua/Robin Zeng/Yu Yong,True,4,-0.01529179634957664,0.015436758850396035,-0.03214997351745,0.038804037890082285,3.40773556
